Id,Memo,MaxStackCount,Duration,EffectTag,BuffEffects,ShowBuffIcon,ShowActiveText,Triggers,InactiveInLounge,IsDespairEffect
43007,패러독스 유니크 : 광휘의 이면,1,-1,"None","[{""$type"":""GameCommon.Data.StatEffect, De.Base"",""statType"":""CriticalChancePercent"",""statValue"":""100.000"",""showEffect"":false,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""Stat""}]",False,False,"[{""$type"":""GameCommon.Data.FloatValueCompareBuffTrigger, De.Base"",""TriggerType"":""Stress"",""CompareType"":""Equal"",""CompareValue"":""100.000""}]",False,False
43008,패러독스 유니크 : 불의 계약자,1,-1,"None","[{""$type"":""GameCommon.Data.AttackConditionalStatsEffect, De.Base"",""ConditionalStats"":[{""Probability"":""100.000"",""ElementalCondition"":""Fire"",""FactionCondition"":""None"",""CcCondition"":""None"",""EffectTag"":""None"",""MonsterCondition"":""None"",""StatType"":""AdditionalAttackDamagePercent"",""StatValue"":""100.000""}],""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""AttackConditionalStats""},{""$type"":""GameCommon.Data.AttackedConditionalStatsEffect, De.Base"",""ConditionalStats"":[{""Probability"":""100.000"",""ElementalCondition"":""Fire"",""FactionCondition"":""None"",""CcCondition"":""None"",""EffectTag"":""None"",""MonsterCondition"":""None"",""StatType"":""AdditionalAttackDamagePercent"",""StatValue"":""-20.000""}],""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""AttackedConditionalStats""}]",False,False,,False,False
50000,보스 스턴{$} 넉백 면역,1,-1,"None","[{""$type"":""GameCommon.Data.ImmunityEffect, De.Base"",""ImmunityEffectTags"":""Stun, Knockback, Pull"",""DispelOnApply"":false,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""Immunity"",""IsFullImmunity"":false}]",False,False,,False,False
50001,보스 넉백 면역,1,-1,"None","[{""$type"":""GameCommon.Data.ImmunityEffect, De.Base"",""ImmunityEffectTags"":""Knockback"",""DispelOnApply"":false,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""Immunity"",""IsFullImmunity"":false}]",False,False,,False,False
55001,스폰포인트 버프(광원-밝음),1,-1,"None","[]",False,False,,False,False
55002,스폰포인트 버프(광원-보통),1,-1,"None","[]",False,False,,False,False
55003,스폰포인트 버프(광원-어두움),1,-1,"None","[{""$type"":""GameCommon.Data.StatEffect, De.Base"",""statType"":""HpMaxPercent"",""statValue"":""20.000"",""showEffect"":false,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""Stat""},{""$type"":""GameCommon.Data.StatEffect, De.Base"",""statType"":""AtkSpeedPercent"",""statValue"":""20.000"",""showEffect"":false,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""Stat""},{""$type"":""GameCommon.Data.StatEffect, De.Base"",""statType"":""MoveSpeedPercent"",""statValue"":""20.000"",""showEffect"":false,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""Stat""}]",False,False,,False,False
55004,스폰포인트 버프(광원-암흑),1,-1,"None","[{""$type"":""GameCommon.Data.StatEffect, De.Base"",""statType"":""HpMaxPercent"",""statValue"":""50.000"",""showEffect"":false,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""Stat""},{""$type"":""GameCommon.Data.StatEffect, De.Base"",""statType"":""AtkSpeedPercent"",""statValue"":""30.000"",""showEffect"":false,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""Stat""},{""$type"":""GameCommon.Data.StatEffect, De.Base"",""statType"":""MoveSpeedPercent"",""statValue"":""30.000"",""showEffect"":false,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""Stat""}]",False,False,,False,False
60000,몬스터 전투 시작 시 이속 증가(50%),1,5,"None","[{""$type"":""GameCommon.Data.StatEffect, De.Base"",""statType"":""MoveSpeedPercent"",""statValue"":""50.000"",""showEffect"":false,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""Stat""}]",False,False,,False,False
60001,몬스터 전투 시작 시 이속 증가(200%),1,4,"None","[{""$type"":""GameCommon.Data.StatEffect, De.Base"",""statType"":""MoveSpeedPercent"",""statValue"":""200.000"",""showEffect"":false,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""Stat""}]",False,False,,False,False
60002,몬스터 전투 시작 시 이속 증가(250%),1,2.5,"None","[{""$type"":""GameCommon.Data.StatEffect, De.Base"",""statType"":""MoveSpeedPercent"",""statValue"":""250.000"",""showEffect"":false,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""Stat""}]",False,False,,False,False
60011,몬스터 전투 중 이속증가 고정치(1.3),1,-1,"None","[{""$type"":""GameCommon.Data.StatEffect, De.Base"",""statType"":""MoveSpeed"",""statValue"":""1.300"",""showEffect"":false,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""Stat""}]",False,False,,False,False
60012,몬스터 전투 중 이속증가 고정치(0.9),1,-1,"None","[{""$type"":""GameCommon.Data.StatEffect, De.Base"",""statType"":""MoveSpeed"",""statValue"":""0.900"",""showEffect"":false,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""Stat""}]",False,False,,False,False
60013,몬스터 전투 중 이속증가 고정치(2),1,-1,"None","[{""$type"":""GameCommon.Data.StatEffect, De.Base"",""statType"":""MoveSpeed"",""statValue"":""2.000"",""showEffect"":false,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""Stat""}]",False,False,,False,False
60014,몬스터 전투 중 이속증가 고정치(0.2),1,-1,"None","[{""$type"":""GameCommon.Data.StatEffect, De.Base"",""statType"":""MoveSpeed"",""statValue"":""0.200"",""showEffect"":false,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""Stat""}]",False,False,,False,False
60015,몬스터 전투 중 이속증가 고정치(0.5),1,-1,"None","[{""$type"":""GameCommon.Data.StatEffect, De.Base"",""statType"":""MoveSpeed"",""statValue"":""0.500"",""showEffect"":false,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""Stat""}]",False,False,,False,False
60016,몬스터 전투 중 이속증가 고정치(0.35),1,-1,"None","[{""$type"":""GameCommon.Data.StatEffect, De.Base"",""statType"":""MoveSpeed"",""statValue"":""0.350"",""showEffect"":false,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""Stat""}]",False,False,,False,False
60100,몬스터 호기심 상태 진입할때 이속 증가(0.4),1,2,"None","[{""$type"":""GameCommon.Data.StatEffect, De.Base"",""statType"":""MoveSpeed"",""statValue"":""0.400"",""showEffect"":false,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""Stat""}]",False,False,,False,False
60101,몬스터 호기심 상태 진입할때 이속 증가 (1),1,2,"None","[{""$type"":""GameCommon.Data.StatEffect, De.Base"",""statType"":""MoveSpeed"",""statValue"":""1.000"",""showEffect"":false,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""Stat""}]",False,False,,False,False
70001,아이템 - 화염병 화상,2,5,"Burn","[{""$type"":""GameCommon.Data.DotRangeHpDamageEffect, De.Base"",""TargetType"":""Ally"",""Range"":""2.500"",""TickAmount"":30,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""DotRangeHpDamage""}]",True,False,,False,False
70002,아이템 - 강화 화염병 화상,2,5,"Burn","[{""$type"":""GameCommon.Data.DotRangeHpDamageEffect, De.Base"",""TargetType"":""Ally"",""Range"":""2.500"",""TickAmount"":35,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""DotRangeHpDamage""}]",True,False,,False,False
70003,아이템 - 화염병 화상(아군),1,5,"Burn","[{""$type"":""GameCommon.Data.DotRangeHpDamageEffect, De.Base"",""TargetType"":""Ally"",""Range"":""2.500"",""TickAmount"":10,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""DotRangeHpDamage""}]",True,False,,False,False
70004,아이템 - 강화 화염병 화상(아군),1,5,"Burn","[{""$type"":""GameCommon.Data.DotRangeHpDamageEffect, De.Base"",""TargetType"":""Ally"",""Range"":""2.500"",""TickAmount"":11,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""DotRangeHpDamage""}]",True,False,,False,False
70005,오염된 약품 독,1,60,"Poison","[{""$type"":""GameCommon.Data.DotHpDamageEffect, De.Base"",""TickAmount"":2,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""DotHpDamage""}]",True,False,,False,False
70006,곰 덫 구속,1,3,"Root","[{""$type"":""GameCommon.Data.RootEffect, De.Base"",""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""Root""}]",True,False,,False,False
70007,붕대 회복,1,5,"None","[{""$type"":""GameCommon.Data.DotHpRecoveryEffect, De.Base"",""TickAmount"":35,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""DotHpRecovery""}]",False,False,,False,False
70008,돌맹이 방깎,1,8,"DefReduction","[{""$type"":""GameCommon.Data.StatEffect, De.Base"",""statType"":""Def"",""statValue"":""-30.000"",""showEffect"":false,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""Stat""}]",True,False,,False,False
70009,아이템 - 수속성 류탄 슬로우,1,6,"Slow","[{""$type"":""GameCommon.Data.StatEffect, De.Base"",""statType"":""MoveSpeedPercent"",""statValue"":""-20.000"",""showEffect"":false,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""Stat""}]",True,False,,False,False
70010,아이템 - 강화 수속성 류탄 슬로우,1,6,"Slow","[{""$type"":""GameCommon.Data.StatEffect, De.Base"",""statType"":""MoveSpeedPercent"",""statValue"":""-30.000"",""showEffect"":false,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""Stat""}]",True,False,,False,False
70011,아이템 - 독가스 류탄,2,8,"Poison","[{""$type"":""GameCommon.Data.DotHpDamageEffect, De.Base"",""TickAmount"":45,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""DotHpDamage""}]",True,False,,False,False
70012,아이템 - 독가스 류탄(아군),1,8,"Poison","[{""$type"":""GameCommon.Data.DotHpDamageEffect, De.Base"",""TickAmount"":12,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""DotHpDamage""}]",True,False,,False,False
70013,아이템 - 강화 독가스 류탄,2,8,"Poison","[{""$type"":""GameCommon.Data.DotHpDamageEffect, De.Base"",""TickAmount"":75,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""DotHpDamage""}]",True,False,,False,False
70014,아이템 - 강화 독가스 류탄(아군),1,8,"Poison","[{""$type"":""GameCommon.Data.DotHpDamageEffect, De.Base"",""TickAmount"":13,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""DotHpDamage""}]",True,False,,False,False
70015,아이템 - 압정류탄 출혈,2,8,"Bleed","[{""$type"":""GameCommon.Data.DotHpDamageEffect, De.Base"",""TickAmount"":35,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""DotHpDamage""}]",True,False,,False,False
70016,아이템 - 압정류탄 출혈(아군),1,8,"Bleed","[{""$type"":""GameCommon.Data.DotHpDamageEffect, De.Base"",""TickAmount"":11,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""DotHpDamage""}]",True,False,,False,False
70017,아이템 - 강화 압정류탄 출혈,2,8,"Bleed","[{""$type"":""GameCommon.Data.DotHpDamageEffect, De.Base"",""TickAmount"":46,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""DotHpDamage""}]",True,False,,False,False
70018,아이템 - 강화 압정류탄 출혈(아군),1,8,"Bleed","[{""$type"":""GameCommon.Data.DotHpDamageEffect, De.Base"",""TickAmount"":12,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""DotHpDamage""}]",True,False,,False,False
70019,레플리카 성표 무적,1,1.5,"None","[{""$type"":""GameCommon.Data.InvincibilityEffect, De.Base"",""BlockDamage"":true,""IgnoreBackAttack"":true,""IgnoreCriticalHit"":true,""BlockStressDamage"":false,""BlockEnemyHit"":false,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""Invincibility""}]",True,False,,False,False
70020,회복 카트리지 도트힐,1,6,"None","[{""$type"":""GameCommon.Data.DotHpRecoveryEffect, De.Base"",""TickAmount"":35,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""DotHpRecovery""}]",True,False,,False,False
70021,진정 카트리지 도트스트레스힐,1,6,"None","[{""$type"":""GameCommon.Data.DotStressRecoveryEffect, De.Base"",""TickAmount"":4,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""DotStressRecovery""}]",True,False,,False,False
71001,음식(최대HP),1,-1,"None","[{""$type"":""GameCommon.Data.StatEffect, De.Base"",""statType"":""HpMaxPercent"",""statValue"":""10.000"",""showEffect"":false,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""Stat""}]",True,False,,False,False
71002,음식(최대스태미나),1,-1,"None","[{""$type"":""GameCommon.Data.StatEffect, De.Base"",""statType"":""StaminaMax"",""statValue"":""10.000"",""showEffect"":false,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""Stat""}]",True,False,,False,False
71003,음식(공격력),1,-1,"None","[{""$type"":""GameCommon.Data.StatEffect, De.Base"",""statType"":""AtkPercent"",""statValue"":""5.000"",""showEffect"":false,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""Stat""}]",True,False,,False,False
71004,음식(방어력),1,-1,"None","[{""$type"":""GameCommon.Data.StatEffect, De.Base"",""statType"":""DefPercent"",""statValue"":""10.000"",""showEffect"":false,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""Stat""}]",True,False,,False,False
71005,음식(크리확률),1,-1,"None","[{""$type"":""GameCommon.Data.StatEffect, De.Base"",""statType"":""CriticalChancePercent"",""statValue"":""5.000"",""showEffect"":false,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""Stat""}]",True,False,,False,False
71006,음식(크리데미지),1,-1,"None","[{""$type"":""GameCommon.Data.StatEffect, De.Base"",""statType"":""CriticalDamagePercent"",""statValue"":""10.000"",""showEffect"":false,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""Stat""}]",True,False,,False,False
71007,음식(화내성),1,-1,"None","[{""$type"":""GameCommon.Data.StatEffect, De.Base"",""statType"":""FireResistancePercent"",""statValue"":""15.000"",""showEffect"":false,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""Stat""}]",True,False,,False,False
71008,음식(수내성),1,-1,"None","[{""$type"":""GameCommon.Data.StatEffect, De.Base"",""statType"":""WaterResistancePercent"",""statValue"":""15.000"",""showEffect"":false,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""Stat""}]",True,False,,False,False
71009,음식(풍내성),1,-1,"None","[{""$type"":""GameCommon.Data.StatEffect, De.Base"",""statType"":""WindResistancePercent"",""statValue"":""15.000"",""showEffect"":false,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""Stat""}]",True,False,,False,False
71010,음식(최대오염도),1,-1,"None","[{""$type"":""GameCommon.Data.StatEffect, De.Base"",""statType"":""HpMaxPercent"",""statValue"":""5.000"",""showEffect"":false,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""Stat""}]",True,False,,False,False
80001,랜덤 미션 버프,1,-1,"None","[{""$type"":""GameCommon.Data.StatEffect, De.Base"",""statType"":""CriticalChancePercent"",""statValue"":""15.000"",""showEffect"":false,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""Stat""},{""$type"":""GameCommon.Data.StatEffect, De.Base"",""statType"":""DefPercent"",""statValue"":""-15.000"",""showEffect"":false,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""Stat""}]",True,False,,False,False
80002,랜덤 미션 버프,1,-1,"None","[{""$type"":""GameCommon.Data.StatEffect, De.Base"",""statType"":""FireResistancePercent"",""statValue"":""-20.000"",""showEffect"":false,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""Stat""},{""$type"":""GameCommon.Data.StatEffect, De.Base"",""statType"":""MoveSpeedPercent"",""statValue"":""5.000"",""showEffect"":false,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""Stat""},{""$type"":""GameCommon.Data.StatEffect, De.Base"",""statType"":""AtkSpeedPercent"",""statValue"":""10.000"",""showEffect"":false,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""Stat""}]",True,False,,False,False
80003,랜덤 미션 버프,1,1,"None","[{""$type"":""GameCommon.Data.DotStressRecoveryEffect, De.Base"",""TickAmount"":20,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""DotStressRecovery""}]",False,False,,False,False
80004,랜덤 미션 버프,1,-1,"None","[{""$type"":""GameCommon.Data.StatEffect, De.Base"",""statType"":""DefPercent"",""statValue"":""-15.000"",""showEffect"":false,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""Stat""}]",True,False,,False,False
80005,랜덤 미션 버프,1,1,"None","[{""$type"":""GameCommon.Data.DotStressDamageEffect, De.Base"",""TickAmount"":15,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""DotStressDamage""}]",False,False,,False,False
80006,랜덤 미션 버프,1,-1,"None","[{""$type"":""GameCommon.Data.StatEffect, De.Base"",""statType"":""DefPercent"",""statValue"":""15.000"",""showEffect"":false,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""Stat""}]",True,False,,False,False
80007,랜덤 미션 버프,1,-1,"None","[{""$type"":""GameCommon.Data.StatEffect, De.Base"",""statType"":""AtkPercent"",""statValue"":""15.000"",""showEffect"":false,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""Stat""},{""$type"":""GameCommon.Data.StatEffect, De.Base"",""statType"":""DefPercent"",""statValue"":""-20.000"",""showEffect"":false,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""Stat""}]",True,False,,False,False
80008,랜덤 미션 버프,1,-1,"None","[{""$type"":""GameCommon.Data.StatEffect, De.Base"",""statType"":""HpMaxPercent"",""statValue"":""-15.000"",""showEffect"":false,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""Stat""}]",False,False,,False,False
80009,랜덤 미션 버프,1,-1,"None","[{""$type"":""GameCommon.Data.StatEffect, De.Base"",""statType"":""MoveSpeedPercent"",""statValue"":""15.000"",""showEffect"":false,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""Stat""}]",True,False,,False,False
80010,랜덤 미션 버프,1,-1,"None","[{""$type"":""GameCommon.Data.StatEffect, De.Base"",""statType"":""CriticalChancePercent"",""statValue"":""12.000"",""showEffect"":false,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""Stat""}]",True,False,,False,False
80011,랜덤 미션 버프,1,-1,"None","[{""$type"":""GameCommon.Data.StatEffect, De.Base"",""statType"":""DefPercent"",""statValue"":""-15.000"",""showEffect"":false,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""Stat""}]",True,False,,False,False
80012,랜덤 미션 버프,1,-1,"None","[{""$type"":""GameCommon.Data.StatEffect, De.Base"",""statType"":""HpMaxPercent"",""statValue"":""-12.000"",""showEffect"":false,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""Stat""}]",True,False,,False,False
80013,랜덤 미션 버프,1,-1,"None","[{""$type"":""GameCommon.Data.StatEffect, De.Base"",""statType"":""HpRegen"",""statValue"":""2.000"",""showEffect"":false,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""Stat""}]",True,False,,False,False
1000001,치트용 무적,1,-1,"None","[{""$type"":""GameCommon.Data.InvincibilityEffect, De.Base"",""BlockDamage"":true,""IgnoreBackAttack"":true,""IgnoreCriticalHit"":true,""BlockStressDamage"":true,""BlockEnemyHit"":false,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""Invincibility""}]",True,False,,False,False
1000002,치트용 투명,1,-1,"None","[{""$type"":""GameCommon.Data.InvisibleEffect, De.Base"",""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""Invisible""}]",True,False,,False,False
1000003,치트용 가속,1,-1,"None","[{""$type"":""GameCommon.Data.StatEffect, De.Base"",""statType"":""MoveSpeedPercent"",""statValue"":""200.000"",""showEffect"":false,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""Stat""}]",True,False,,False,False
1001001,[Tag 테스트] 출혈,1,5,"Bleed","[{""$type"":""GameCommon.Data.DotHpDamageEffect, De.Base"",""TickAmount"":10,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""DotHpDamage""}]",True,False,,False,False
1001002,[Tag 테스트] 화상,1,5,"Burn","[{""$type"":""GameCommon.Data.DotRangeHpDamageEffect, De.Base"",""TargetType"":""Ally"",""Range"":""2.500"",""TickAmount"":10,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""DotRangeHpDamage""}]",True,False,,False,False
1001003,[Tag 테스트] 암흑,1,5,"Blind","[{""$type"":""GameCommon.Data.BlindEffect, De.Base"",""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""Blind""}]",True,False,,False,False
1001004,[Tag 테스트] 구속,1,5,"Root","[{""$type"":""GameCommon.Data.RootEffect, De.Base"",""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""Root""}]",True,False,,False,False
1001005,[Tag 테스트] 빛,1,5,"Light","[{""$type"":""GameCommon.Data.DotBrightnessDamageEffect, De.Base"",""TickAmount"":1,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""DotBrightnessDamage""}]",True,False,,False,False
1001006,[Tag 테스트] 침묵,1,5,"Silence","[{""$type"":""GameCommon.Data.SilenceEffect, De.Base"",""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""Silence""}]",True,False,,False,False
1001007,[Tag 테스트] 슬로우,1,5,"Slow","[{""$type"":""GameCommon.Data.SlowEffect, De.Base"",""SlowType"":""MoveSlow"",""value"":""-10.000"",""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""Slow""}]",True,False,,False,False
1001008,[Tag 테스트] 약화,1,5,"Weaken","[{""$type"":""GameCommon.Data.StatEffect, De.Base"",""statType"":""AtkPercent"",""statValue"":""-5.000"",""showEffect"":false,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""Stat""}]",True,False,,False,False
1001009,[Tag 테스트] 방어력 감소,1,5,"DefReduction","[{""$type"":""GameCommon.Data.StatEffect, De.Base"",""statType"":""DefPercent"",""statValue"":""-10.000"",""showEffect"":false,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""Stat""}]",True,False,,False,False
1001010,[Tag 테스트] 혼란,1,5,"Confuse","[{""$type"":""GameCommon.Data.ConfusionEffect, De.Base"",""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""Confusion""}]",True,False,,False,False
1001011,[Tag 테스트] 독,1,5,"Poison","[{""$type"":""GameCommon.Data.DotHpDamageEffect, De.Base"",""TickAmount"":50,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""DotHpDamage""}]",True,False,,False,False
1001012,[Tag 테스트] 광기,1,5,"Madness","[{""$type"":""GameCommon.Data.MadnessEffect, De.Base"",""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""Madness""},{""$type"":""GameCommon.Data.StatEffect, De.Base"",""statType"":""AtkSpeedPercent"",""statValue"":""15.000"",""showEffect"":false,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""Stat""},{""$type"":""GameCommon.Data.StatEffect, De.Base"",""statType"":""MoveSpeedPercent"",""statValue"":""-15.000"",""showEffect"":false,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""Stat""}]",True,False,,False,False
2000001,산치 낮은 유저가 근처 아군에게 주는 효과,1,-1,"None","[{""$type"":""GameCommon.Data.DotStressDamageEffect, De.Base"",""TickAmount"":1,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""DotStressDamage""},{""$type"":""GameCommon.Data.SlowEffect, De.Base"",""SlowType"":""MoveSlow"",""value"":""-10.000"",""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""Slow""}]",False,False,"[{""$type"":""GameCommon.Data.FloatValueCompareBuffTrigger, De.Base"",""TriggerType"":""Stress"",""CompareType"":""GreaterEqual"",""CompareValue"":""30.000""}]",False,False
2001002,광기(despair),1,15,"Madness","[{""$type"":""GameCommon.Data.MadnessEffect, De.Base"",""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""Madness""},{""$type"":""GameCommon.Data.StatEffect, De.Base"",""statType"":""AtkSpeedPercent"",""statValue"":""20.000"",""showEffect"":false,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""Stat""},{""$type"":""GameCommon.Data.StatEffect, De.Base"",""statType"":""MoveSpeedPercent"",""statValue"":""-20.000"",""showEffect"":false,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""Stat""}]",True,False,,False,False
2002001,컷씬 무적 및 투명,1,-1,"None","[{""$type"":""GameCommon.Data.InvincibilityEffect, De.Base"",""BlockDamage"":true,""IgnoreBackAttack"":true,""IgnoreCriticalHit"":true,""BlockStressDamage"":true,""BlockEnemyHit"":true,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""Invincibility""},{""$type"":""GameCommon.Data.InvisibleEffect, De.Base"",""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""Invisible""}]",False,False,,False,False
2003001,광원게이지 0디버프,1,-1,"None","[]",False,False,,False,False
2004001,불의 흉터,1,4,"Burn","[{""$type"":""GameCommon.Data.DotRangeHpDamageEffect, De.Base"",""TargetType"":""Ally"",""Range"":""2.500"",""TickAmount"":30,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""DotRangeHpDamage""}]",True,True,,False,False
